"Average Score Bin","Driver IDs"
4.8,"5867,15638,19101,14734,11243,9038,14798,3460,17737,16963,14889,19379,3142,5178,13646,4182,10235,11564,9715,18070,14086,8359,14856,6749,19874,12535,1020,15969,7828,427,8843,4498,12447,10712,6221,8940,9956,6148,19006,6413,14185,3346,15735,1274,10874,14557,14804,15286,11171,1781,16471,18060,8850,19771,1166,9966,3115,11465,2575,17084,15645,3614,231,13943,1159,19411,7395,331,13001,1290,5176,9971,454,6611,12318,18195,11398,247,137,14157,16388,12742,1660,5105,23,5942,13098,4416,4770,9097,16080,2587,437,19898,8878,18438,8009,4991,17750,12583,19682,4235,6981,6063,6778,8085,4665,15511,18169,18259,17939,3166,2404,11761,9816,15830,5387,6990,9209,3005,15578,19149,6373,11253,19987,3071,9635,12484,16238,11486,11990,15221,10669,15732,13958,16188,4450,13806,12848,16353,18161,15751,3323,2668,10197,8244"
4.6,"16444,13962,7363,10677,15580,4558,5574,17063,9698,12857,17732,14892,13680,10983,18087,3281,7193,12308,11657,17818,12886,7826,5611,6971,14997,6531,17301,6550,10917,11492,16337,6111,6518,17308,19081,17501,19166,15232,9068,6713,14087,3524,19311,5205,12747,14338,12559,18478,5322,17287,4237,17054,1409,10033,18473,15651,7645,14783,1978,16552,16932,8160,4886,8122"
4.4,"3603,17444,16612,3072,11001,3661,10333,8095,7930,12387,17644,19753,3740,15319,17158,18702,1501,13143,12353,10107,4745,17704,13766,5416,9228,7955,3188,1654,9022,3075,18955,18330,18850,350,14936,6603,11530,1879,18173,9465,6371,18703,14148,15300"
4.2,"18334,18039,15663,16291,11379,19733,18045,3771,14213,2167,16484,2427,4483,14727,2733,2329,16474,8761,8975,15897,11017,17581,10590,1890,12928,18118,10786,7627,16304,4076,17062,8671,9982,6858,6777,3795,11400,5500,17269,3138,13173,8636,12737,16059,10279,11394,5035,18258,9073,805,7671,16087,5293,884,11585,19462,17193,4601,16189,9622,9491,1087,3634,19662,777,7912,15567,10146,2325,7483,8413,4673,14201,16447,11376,8336,13931,12900,11934,11180,93,8463,14864,6065,5151,12544,346,7973,19414,5653,16544,6040,10531,10902,1285,5973,13157,5816,8245,5203,13391,4792,35,3962,7006,10881,9189,6964,14743,10125,7191,4709,15182,2133,12697,12985,10473,15498,18714,7123,16723,18209,202,15931,4732,2192,5152,14228,12260,2163,14638,19112,12670,283,18621,5401"
4.0,"12525,9307,5929,14550,4035,8087,2670,2431,10919,11695,17994,15211,248,2267,7347,12758,17854,3896,5837,4718,1405,12513,15315,19323,13102,18921,4464,13395,3207,426,5215,8852,17915,175,12871,8400,6979,8853,1968,7837,10478,9855,18073,16718,14859,11442,19334,17976,2752,159,3370,6645,1649,15876,7710,2060,7738,18143,8593,12213,4900,6004,3972,16643,15496,6679,9644,17307,19815,7944,10771,15293,7982,13193,6490,16296,18601,9976,17205,14711,9874,8221,13293,4337,3706,5483,15382,1909,8399,10292,19037,6757,18786,8873,5863,16646,7540,19880,1802,8332,14030,12065,13122,5263,6522,9556,18671,10192,8796,9265,7329,13523,8757,8703,6246,5621,12634,11095,5959,14319,14119,1491,471,6884,2532,670,13554,19051,8946,5784,4852,12294,2491,4948,11796,11464,3181,2843,12547,2649,8127,1554,3797,6815,12738,14961,3304,17965,18805,3376,2481,1387,5765,15011,7614,3850,19543,3864,19071,6857,7814,5441,10096,19072,16577,6091,5332,17703,11767,11191,18721,3163,11441,8606,4151,19095,15288,7199,4164,6663,16626,2974,1757,15465,9378,17546"
3.8,"14796,9362,4938,18516,15589,10142,1058,14029,16757,12793,10940,2088,4518,8536,5849,1645,19154,14392,342,17793,4485,7400,14191,10819,12450,11829,187,12018,1142,17863,16262,10382,6080,5507,13538,12090,18175,3161,17113,4425,18077,106,16460,2892,18751,5427,10386,18675,4708,17309,12312,16878,13757,3981,2814,225,1552,4482,4526,5307,13256,11535,4804,17161,4373,11651,11408,15933,14322,10627,8489,9948,1264,514,4431,2627,3149,10193,16565,1156,12771,15554,4414,10773,13039,4702,4215,8755,4832,585,10807,12456,11957,15174,18365,3369,931,3538,10463,14226,19400,13858,8810,7416,11883,8348,18886,3354,9160,2171,12452,16578,16631,18818,4499,16321,7165,949,15255,10046,83,12899,9328,2724,16024,15226,19622,6153,15441,16621,4344,7964,7071,14728,10391,15031,12084,12827,7977,599,14343,3973,13356,4892,4736,2830,18958,1998,5515,10225,11334,5783,15585,16830,790,17857,1912,5126,11127,14206,10365,16814,11148,6838,8052,2804,18915,14365,19969,1616,18938,8230,14511,17004,7013,2266,19661,2459,10812,4083,19450,15519,16469,1928,9433,11179,2797,8686,9521,10324,3299,14771,7568,14844,19679,8830,1580,8352,10149,13059,13966,16225,11344,218,9590,2102,11463,10232,16070,2437,2004,7507,13449,16096,4632,4927,90,4410,17866,15338,18900,5858,17326,4996,9206,4395,827,19281,18308,12704,5189,3938,2036,11501,3022,7754,9955,14246,6386,17051,13601,8785,10986,7613,3988,14609,17724,2020,8188,17599,4505,16623,1706,443,16413,3998,12741,9741,9573,13970,18943,19703,12124,17088,725,1393,17180,3512,8067,6128,2666,11377,8060,8888,7177,10674,8748,14808,1004,16895,629,9233,13205,18244,2562,13900,4034,6183,16708,16154,2616,12838,10420,10822,2947,10889,8842,15208,3021,7762,12978,8960,13168,19997,3083,13013,17060,12201,3458,8938,6812,18253,19354,15761,17373,2549,9746,7913,1707,12392,19254,882,9107,18611,14729,19618,12190,3502,10252,5552,33,15394,7273,10409,929,4811,981,5112,13871,12164,1344,17439,5940,19007,5922,14318,7547,10577,7169,13097,18099,7454,6761,722,3137,19327,18698,10554,3427,19246,14724,10668,8174,778,8483,19402,9900,3,3668,10010,19349,10376,5084,413,8004,19328,6219,8627,1512,15223,16960,1244,4859,6409,16230,442,14058,543,10555,16543,4397,7027,18156,7234,17572,371,11681,5324,15759,18607,11976,16675,857,14707,4136,2077,15771,14477,11798,6270,17055,13420,1918,18581,7373,14561,4206,19043,19226,11583,13805,5184,646,3943,12850,1416,608,3046,14552,3830,12717,3667,5826,8340,7737,2119,18005,757,7950,7849,16535,1459,19498,9627,15675,17359,8977,4753,7891,6088,15387,10897,15302,16378,8527,10944,13612,19943,16111,12118,13493,101,9505,11720,11982,11803,4711,12799,509,6544,6525,8007,16716,352,7865,4068,10491,6881,11201,9032,14062,5090,10267,15616,14236,2836,3078,11493,9251,16516,1854,6362,11827,2782,11362,19793,687,4809,5417,17294,7082,18236,6015,18481,14097,5277,4163,1595,8924,7604,7057,13117,7480,19276,810,10018,12133,8736,275,6910,18186,15414,14447,12661,445,6877,19767,12772,10898,842,19641,16997,4982,16511,3194,10178,19416,7218,13387,17543,13079,7943,7931,18701,5343,10755,533,13635,16980,5161,8120,10446,7864,8050,7524,13689,6509,12684,16879,18568,19821,3519,11933,9269,15889,1077,14304,15573,9052,3510,9077,8011,7830,15799,1317,5368,14471,12235,9131,12652,998,2007,542,1420,13579,17858,7390,18501,9357,10739,17509,5221,2298,9239,10291,8846,2436,18487,11042,11427,1089,9277,9024,15445,6159,18287,8306,14366,8247,10747,6319,14053,4024,2336,6508,7178,9860,5308,6280,15587,4780,8154,5498,8451,3760,10753,10684,5870,12538,11900,19719,9012,8750,1927,17117,9694,377,17623,3774,12321,9149,18399,12893,9282,7998,15839,3132,11016,13548,19787,369,1260,18646,5360,2993,17954,18400,8564,986,19019,16283,4604,13585,1115,6057,15966,13156,19342,9060,16462,8932,2581,9493,4193,9579,690,13445,16891,2975,10273,4542,14046,9942,19240,4634,16985,13470,3520,9401,11081,19697,16894,718,11909,5794,5011,19186,14192,5559,19248,14855,353,13304,3964,1687,6113,1055,18895,13281,4179,3418,12619,16422,17746,15681,17826,19886,10689,13986,2066,11380,2952,232,14730,15514,13887,9422,10216,18577,5758,6809,16800,19780,2526,14118,8383,7959,16286,8161,18016,9602,14713,15184,8213,12310,18781,10127,167,17255,3615,11862,8689,19120,16443,1329,13278,4858,17960,6491,2099,14774,19045,16480,11502,5271,3309,2194,1550,16641,5856,18909,7475,19800,2957,1786,11202,6364,19099,19638,13374,9495,14165,14285,4763,10277,10167,19878,3263,1026,1614,17953,14797,8396,5334,9312,8571,16434,13604,14015,16016,13238,18882,7462,285,9029,14815,19995,15836,7730,2569,10892,17592,13598,7535,18582,8700,13202,2983,8030,6793,16249,10233,4980,2372,12862,5435,19415,3357,9969,17374,6135,6030,16454,16994,14351,18618,14875,9266,440,2227,258,13569,5949,13072,19521,15655,1388,18790,200,11415,30,15993,18918,16586,2949,14069,19541,7949,6103,17844,12732,16079,2040,5601,7840,12423,13557,12110,4614,9037,703,12837,15267,146,849,17791,15116,11646,9683,1617,4875,18641,14166,10947,16317,4890,19480,365,3590,853,9607,520,5448,17230,5673,1366,10719,1748,13777,7196,6123,13719,13661,1323,1464,17199,15958,10937,13277,14259,782,12033,2054,18063,6012,14179,2882,4465,5000,7391,11773,3054,3332,4253,10044,13308,382,3758,9930,3623,4124,1466,5968,16116,7091,14071,9247,18485,2426,2121,3632,13549,6227,15864,2328,764,18155,16486,8856,4422,2831,6716,3907,11600,3652,2460,11902,1182,735,19701,7135,8662,19819,18036,18789,12487,7184,11920,18851,7164,12976,5955,539,6411,11267,1684,5855,1586,5535,12945,5399,10285,6875,10502,14023,7823,6751,15701,9308,19347,9360,5048,16495,18586,18452,11319,1480,17251,15666,10094,6932,6133,14320,28,5116,15500,19986,14865,5691,18475,1655,10418,6974,3983,13298,18083,10364,7030,928,13681,4655,2677"
3.6,"15571,10408,3335,4010,3297,17517,960,13588,18679,15281,4494,13388,11141,6680,4762,6737,9742,11147,8970,14026,18776,11161,2319,907,13417,7418,11182,19266,19470,3020,15331,5497,938,13016,9499,19009,6056,10009,19109,8902,75,8674,19345,7576,14327,18593,12546,762,3258,16727,848,9416,10772,6976,4265,3804,1281,6460,9766,13730,16666,4403,16741,8003,9551,10467,4613,8152,18142,7041,1946,6187,5620,11627,5479,14672,2937,11365,12053,15731,8304,10076,13170,16542,8596,5744,10653,19612,18387,14832,12923,14932,19413,2826,8838,11984,3991,15185,3710,19526,25,10901,4052,17174,14439,15588,18576,19959,17121,498,17102,14715,1013,7672,10160,765,11237,8116,411,983,2762,6372,3975,3595,11686,14085,1613,9865,17981,11453,13927,11533,15364,14521,6898,4392,549,2341,18042,18626,12211,1153,4674,9538,10870,6507,1997,14805,13014,12284,18998,14077,14940,13030,16120,1137,2777,6082,10743,570,15165,2403,19407,13866,5505,1776,13062,19723,15361,16870,18879,16055,7601,6851,15595,14992,7349,8509,4960,11890,19562,8217,5034,1277,3826,5903,7062,7420,13624,5626,4565,13739,16465,18412,13875,10327,2542,17024,5339,702,1205,16550,5934,2152,7439,7290,2914,7080,14090,17132,13594,14455,19160,6142,16278,9185,19025,2553,7593,19014,13786,203,6961,10168,1620,648,8056,16112,19728,11634,6619,8246,16468,407,1628,6840,17629,17955,6549,9736,2124,2781,62,10769,10007,5820,776,1140,6258,451,12643,4631,14034,19668,5927,8032,5577,3842,6688,14453,14592,9734,1519,7250,4232,2282,6453,12112,3658,18759,2290,3285,14886,6909,1283,6669,6906,11939,2368,5853,3037,7240,14802,10877,16203,18940,5777,18706,11005,12648,19755,2524,19936,16862,15047,17213,4415,9302,851,17869,15138,8614,18127,3471,19306,15133,13710,4394,8598,2324,8573,15415,1364,3254,14345,7411,9071,14199,6253,11345,19635,14611,16300,5350,17491,16974,2478,1085,9669,8928,934,2405,12382,17937,10067,8684,18874,11983,27,9972,13769,19286,16060,4114,17270,15960,15916,4107,1122,518,5514,8958,17735,19388,6173,18074,6600,1993,6668,3735,17878,5636,10504,14868,17228,5665,8921,3153,13437,13576,15536,2358,9756,3959,1972,3049,6114,17123,9115,1280,5523,494,7274,5431,2494,9438,16887,8506,14298,19257,9200,4336,8448,16700,18363,6298,4621,13889,3501,8447,15742,2692,17979,2349,16576,14719,1465,8738,14732,6038,15683,8961,7031,5527,519,14340,9808,12330,7195,11245,9526,14995,11508,15028,15789,452,13668,10957,2859,6236,5440,10731,5928,2016,10938,18608,12493,16868,5272,6878,10264,7562,10863,4556,8661,12376,6356,10220,2184,17618,300,172,19877,8996,15574,15800,7505,6223,6078,923,12334,14305,4143,868,5078,14172,5939,14670,3168,457,17000,14858,18524,17442,4573,19670,4387,12208,3927,784,6478,15563,6141,16523,14939,7319,14289,16944,14412,14533,3716,14893,19228,18837,9653,7816,15082,9582,548,16813,13192,5383,16406,17747,15105,132,3387,19834,13184,11307,10362,10313,6581,6727,3692,2127,8343,12970,12398,17340,15303,14138,10936,7704,19026,18197,9913,10423,14708,11730,6278,10933,8604,1773,11369,4094,8496,12134,12221,12680,7481,10348,6940,17514,19399,1878,11561,198,11667,1417,8766,9723,7541,16736,10687,4029,6547,12454,17984,11770,19788,17039,1630,18023,19816,8897,16672,18545,13568,12489,6325,15615,9448,6980,17436,11825,684,5407,19514,1335,19692,7767,11489,9970,9350,13972,19159,1902,4784,10519,15905,14049,10762,8115,19534,19925,13770,12287,8768,15210,5363,10628,3455,16945,6276,18396,8643,16068,16867,13260,14869,11801,7753,6476,15446,15502,3350,6678,9700,17596,15617,16835,2509,6182,12881,19598,4950,2850,3859,826,8205,19881,9688,9434,15866,12162,13711,14432,3759,12988,5616,3060,2304,4653,16195,18988,10893,17887,6870,13892,15541,11753,19783,8356,11097,7200,18894,15151,8351,6672,10425,18401,16473,5786,13316,13239,7422,9562,8288,6822,11153,19620,13506,1295,15383,10851,1784,2597,4108,14616,13967,10457,16506,1799,9647,9529,4974,9351,17112,13338,1641,8990,16343,9134,6996,2401,10119,10239,11952,10621,5017,5201,12604,2729,15260,19764,2999,7465,1494,8929,15962,2314,5652,4356,18638,1682,8239,17406,18342,4255,9672,15583,14544,4501,12813,9876,364,1991,4549,10496,7204,3790,19869,17901,19989,6850,5032,2709,8918,13019,6948,7265,16014,13524,10657,18007,7217,3671,6937,16659,10813,5123,9503,11946,7797,17725,3886,1410,1677,9545,17771,19329,14057,5521,10334,14243,10605,3840,18174,13658,7370,5985,7915,17897,18887,15229,3498,8870,15549,8403,9790,11897,4368,11288,17689,17741,12785,6308,14401,11092,13104,820,10028,5554,5674,206,11041,16693,2397,5539,5385,8997,8795,4330,12602,7901,7099,7769,11541,7820,19920,5057,2238,2998,3009,18953,9924,3722,1213,8706,12548,16345,7625,13416,14860,14333,14342,8649,8639,12787,2197,4426,489,2735,4216,13344,17310,11804,8648,9210,859,19666,8103,8505,7471,658,9356,10274,14004,3823,12131,18562,16939,9664,14877,15821,13936,15157,11733,16513,6489,2651,18052,17142,9167,1956,11196,2037,18566,2932,14170,11991,10006,5910,2382,8891,800,9039,15907,6908,17570,12573,19472,8901,4939,9687,13212,4183,3450,9600,11198,10381,10284,7270,18815,5426,18768,17369,15316,14632,313,2702,16590,19727,7602,11820,19797,10914,18283,16145,3017,15177,6832,17794,4331,14488,4756,18369,7357,16451,18137,2936,13267,13983,8886,11613,3420,1478,2313,14295,17874,18190,15056,9678,11457,17065,9597,7674,6739,17940,18642,9745,13009,12233,11635,1705,4053,19162,11958,9967,2640,4032,11108,7046,2621,12832,16992,2154,19822,4838,6805,11068,16144,12025,6260,4455,7110,13615,126,8371,5642,4646,3401,9305,11610,6241,1975,2366,1444,17157,18268,2657,719,14622,14683,9862,9259,16645,1796,11554,17462,563,13917,18348,18782,7316,19291,13553,16518,495,15636,995,9835,2885,17111,17360,8488,19979,18260,10872,6584,3591,15526,14268,10861,8577,7235,11429,10927,9201,2560,16999"
3.4,"7856,12335,7468,16712,5137,15444,12736,19952,9165,17042,11713,11889,4955,15891,9941,12044,19299,10099,16869,6890,243,9207,5043,9020,9413,13448,1919,9317,5753,14996,9010,14617,11242,8387,6992,14159,6570,16439,15632,4234,17380,14444,10507,5905,19496,9642,1605,4495,9587,16082,3754,14362,9920,3449,12207,3221,16455,4015,5051,8001,6820,2690,10203,8860,9731,1069,16904,12540,15857,6563,13561,3921,14120,16815,17303,1943,18748,6615,6730,17648,14339,17927,4995,12601,19065,18489,1347,6728,19314,2309,19826,7261,8325,18561,12508,9417,19739,15546,3439,12884,6740,13895,2433,3182,11671,16386,1735,17437,17344,14035,1422,2340,6256,19852,17400,19058,18295,11821,308,16690,9349,11636,16811,16893,2812,11810,642,6677,18542,902,19524,9028,13070,7120,653,15091,12915,10123,7166,14493,5881,10231,14770,16955,1272,7790,4999,7844,5859,6257,2976,17325,3377,6560,59,12580,9785,2828,17508,12714,18956,1379,18962,2589,11672,19447,8618,13215,15155,3321,12828,13177,11587,15568,5614,5675,16959,5273,17408,16569,7610,12352,18207,18532,9705,15246,8991,5432,15019,5742,1017,2173,17455,3783,8459,17264,1667,16627,15049,10879,17191,1230,7621,3302,469,1054,19077,12422,11406,10256,8638,10413,17232,6797,3504,16140,18989,19709,11034,4799,11929,14291,1346,8711,2419,17461,2485,18160,17363,191,7049,6408,7089,13852,6774,2345,19397,4113,10165,19801,3586,13702,15377,10156,8817,14566,13330,2180,17137,15032,11209,4743,3094,2001,12909,7149,16389,4911,6887,9754,9213,7796,2168,14662,14529,3191,3729,4976,2108,11155,11061,1136,3102,4903,6861,6661,1528,12710,6575,6304,19609,10598,18337,5139,16373,11266,18755,2420,1454,2315,4548,17650,3283,13214,11549,3980,3598,3950,3833,3261,19908,3629,3292,18672,10223,14663,12307,19523,17990,888,3746,5573,19092,4254,18443,290,16137,15920,11792,2972,17594,11238,2813,11298,18483,6242,14654,14919,13520,7636,19359,8864,11907,3911,11927,7936,9040,6784,3003,17339,12856,17068,3055,5049,12179,1002,8104,17298,8984,1701,8225,14495,667,18326,18547,11622,1395,15345,12997,7503,4706,11842,11778,10180,12341,3477,3515,16715,19564,9145,464,1841,2528,9263,19083,8972,8423,7690,18664,18302,19105,11962,11978,1386,9414,17282,7622,6715,4038,19212,12822,19575,16269,8941,7776,15948,9082,1114,11235,19481,4842,7583,16840,2886,6120,17349,18440,13047,14549,19576,12851,1541,12253,11696,17578,17261,8834,6064,16551,8779,19144,1892,2516,2239,11734,15407,9128,13289,6856,10799,3522,8493,16385,10038,6671,15805,18242,13130,6945,13638,2555,19298,7379,7392,2361,4822,10960,3079,16394,6169,13505,5778,17384,5860,5209,4339,5568,14153,16445,5496,19454,2232,1961,11389,4388,19891,1571,18522,18573,6466,4936,16589,862,18843,14129,12623,9656,2846,1452,8049,3554,7592,16582,14098,5589,15590,16417,18684,2547,541,17580,1538,16732,18673,12745,18845,9407,1503,6904,7872,7002,4017,13377,8963,8663,14451,16234,18360,1618,17934,8241,19488,681,7991,11447,14836,2208,15132,12687,10072,668,3150,7895,13178,13257,5249,13144,4863,16419,3438,19039,17706,1239,13326,14270,18184,5228,15473,18333,8013,3290,19312,11604,15963,13517,96,3575,3064,11390,689,10117,10435,4970,49,6670,6115,13155,19147,2842,2145,11,16740,3287,14238,17978,1989,210,3042,5954,3868,1415,10305,14409,14006,2845,14371,14853,9973,9873,18223,5506,8513,12111,17847,2402,11568,17765,17974,5394,11115,3154,4176,14022,1441,16467,7713,14216,4257,7735,3725,3890,5445,16077,19862,8133,12916,13783,2400,18162,19867,3246,13073,17181,10108,5313,10257,1042,13932,1583,18696,19499,17625,2708,11173,6422,2835,10858,15010,11514,8933,15042,1146,9257,10865,7555,9394,1970,11393,14578,4503,16637,8045,2534,13751,5917,2032,6537,1889,9720,17234,2848,19244,10928,12693,15276,5226,19586,7314,13467,11217,7967,19820,16221,15768,17067,9214,446,19652,9663,124,2126,12700,11207,5362,3990,6095,11977,13455,9441,14612,1482,12086,19590,6385,3925,19225,15171,3308,1770,487,3173,1756,6636,6487,16665,14826,11513,16671,9628,18424,8654,14496,12581,18597,9315,18098,19473,17274,14189,3638,18771,7070,13140,6009,13807,1470,14121,4066,3682,4101,18145,10735,13328,18546,15145,8142,16753,15179,3803,10016,16978,5306,18040,8825,13981,19938,11700,9094,15538,9124,7726,13929,1191,3234,6285,898,11112,14846,11431,9765,9662,2169,19716,3279,2691,15237,3496,17383,14136,1658,1360,4849,3443,19446,10148,1572,2982,14580,15129,12345,15694,11273,12751,838,5446,12147,19385,10176,580,14536,1530,4591,2718,8128,15053,150,11663,19583,12755,14005,3541,2996,7102,12007,7598,17734,8259,3816,16560,12885,19377,6998,19741,18578,14705,12367,18140,12672,1309,1856,6444,7194,18393,7493,2026,12455,6006,2222,17182,6700,12829,8669,7397,11882,4916,11666,17899,6717,12534,7367,7233,14196,5756,16743,5315,2083,4319,1910,17719,6734,13325,11832,813,3010,6168,17426,6087,6510,16750,18056,9095,5895,19587,7740,7715,7332,2265,584,2488,656,1573,368,7201,8375,16408,17859,10307,1149,1248,14234,14738,3197,4766,11581,3240,5412,921,652,4919,10344,297,6420,6349,16250,19142,2543,7170,7018,1634,2452,2704,10126,2916,121,19042,7590,19554,3881,13676,7369,4398,18219,13664,19557,15341,10988,19833,19221,16936,1105,14399,19405,779,8742,12609,6054,9553,9603,16807,19646,7106,19758,4185,590,4270,14527,13721,18418,13383,3604,18663,10014,19168,7781,4651,14545,12368,8615,9524,4677,19507,4141,13180,918,6318,18859,9169,2038,1599,12278,9154,4729,16217,17463,5668,561,3780,5171,2378,7703,12180,2425,11616,14135,12067,10538,11029,18972,13378,8132,9016,19757,5676,18916,18767,9637,4081,11784,7734,5510,1453,17300,13692,15464,18079,7311,18344,13578,2751,4837,11414,14024,4283,9548,18785,12138,15272,14789,3106,2854,19384,3932,11817,18153,12562,7333,12633,10299,8676,11781,4667,13581,4150,2230,15400,15013,11971,12322,10595,417,1953,5983,12085,10020,11169,10622,9376,16533,1962,18189,4461,2117,2662,11845,2045,9083,15995,4374,14290,10963,7247,904,14258,673,5748,5030,4597,8180,13489,6399,13252,18307,2442,18735,15235,19277,11837,2973,4323,13893,12934,11287,1952,13164,7034,19518,18101,12320,5679,13993,12443,13582,6471,6419,9199,1779,214,5117,3269,5871,12853,8422,13015,14758,12659,19684,7549,2002,7681,1569,14264,5563,4132,4004,18472,789,6886,16071,379,8479,6228,10583,10645,880,12082,19776,15698,16514,18591,11076,7990,10323,14673,18089,10349,2681,4039,6515,17368,18426,15197,10660,15020,5779,17658,15008,9517,183,16983,11203,19748,19055,13441,2821,2271,19304,6465,8159,19516,12902,10372,6817,10346,11170,14601,2418,559,11497,1374,11301,6543,14067,7474,18194,17329,9724,16823,8530,10559,8176,5609,19805,7646,9406,17009,1355,20,8,11254,4553,11454,12491,18104,14325,15696,12238,8409,18707,19421,3782,15845,12282,11272,17752,1123,7850,10390,13135,10047,1222,1167,2284,14524,11063,16007,8588,6681,16916,3912,9803,16703,10974,13586,16820,12674,14082,5532,15295,3839,5492,5822,18001,16527,10318,17417,4891,9291,6912,8672,16266,4470,8525,7087,19184,18388,54,809,6770,18625,1686,18509,19208,12277,455,15648,11386,11654,2216,4146,10314,4430,2767,14880,829,753,13682,18999,140,14331,12410,1824,2636,12782,7447,18738,8316,8974,16492,10714,17475,15418,15764,15930,623,10189,19231,6685,6473,14993,18059,13317,12061,6731,2559,14372,5923,1342,14970,3306,8368,3665,13617,18482,16742,19113,12894,16018,18724,5680,8475,5066,4603,6554,18632,13660,3215,10886,17061,11690,5297,1431,5813,13006,10632,18996,18066,581,7243,5996,10777,17244,5288,11683,17823,17560,134,4872,6907,259,11186,2100,5185,11969,6501,7684,4469,13054,14951,14242,7633,18464,16617,11418,2643,2557,11656,2376,310,3372,9036,17600,1338,15017,16359,1871,9714,7159,1362,9917,11849,499,17918,12315,3314,12752,7807,15600,1212,615,5370,5799,19198,5963,15813,11416,12584,406,1451,5751,19853,15997,6045,10140,17211,2641,14819,9897,13357,424,17563,17190,8809,2308,18650,10479,7993,399,15054,3737,19279,1096,230,4269,17076,17029,9938,6438,10494,8229,6360,69,11543,10415,9306,5682,13118,8569,2056,9121,11577,19912,19163,19046,15820,17401,3195,5163,9798,6786,1219,7640,2092,516,15194,16602,9806,15649,17830,852,11305,4710,12906,9893,3474,936,2889,2317,6846,11072,939,18533,6655,2792,17586,15775,3433,2146,3244,14359,14754,10744,14948,15716,19704,16515,17245,4545,10088,11189,19230,4969,2320,4408,1270,17175,579,6711,12463,7517,7045,6001,7714,4735,6067,3237,2695,4782,2924,4515,438,19002,15312,8591,7966,8529,10272,830,17412,16930,6911,13222,5232,5847,17425,16306,14480,7708,14942,19023,16834,17607,7441,6726,1837,4975,948,2772,10377,9353,15688,12181,1619,6170,11176,2568,6024,2902,16160,15577,2251,19985,10294,17020,7870,17421,8460,15491,6023,8119,16763,9243,11714,7586,15043,9618,2210,10111,215,1676,4279,10533,5198,10540,12351,13295,1798,1266,8803,2273,10325,13472,5745,17032,17711,19509,6003,16268,13498,15440,13717,229,16485,9273,6548,1726,18364,4657,15612,2439,19720,11527,11580,5024,15458,6184,12156,19440,18179,12576,12630,2576,16863,9709,11295,13031,9541,5511,13860,4931,1284,12167,14101,19432,3574,18038,9740,11472,18234,4391,1659,14353,14772,618,1471,17396,112,8692,19504,6736,12981,12917,2090,5314,7285,414,13447,14195,11851,19731,12464,6625,18817,13886,18740,12657,14700,13793,15327,16765,1899,12128,4142,19844,13706,4652,2805,3761,2980,14745,10350,18665,19386,699,17424,3723,863,13504,17136,11159,14164,15173,9025,8915,12408,13913,4286,10109,1691,19996,381,14792,5811,6853,1758,759,3618,2318,17688,5720,1670,7809,4712,14928,11740,14079,13010,10980,5831,12316,14850,2116,3242,18957,6925,1223,15520,18341,11312,10523,7935,17277,19356,17630,13654,18265,16770,7284,2274,15406,12473,6068,3463,3014,7277,199,10565,11332,9192,13745,19202,530,7545,7308,18436,3606,11578,617,6949,11586,2632,5103,12852,19355,13799,316,15509,860,5067,11405,19589,11919,11807,5644,11050,6804,2989,15507,18757,17152,9981,3170,14112,14363,15118,12957,18647,4423,3547,10990,8105,7063,16866,12728,6969,13740,19456,13035,4823,920,14588,4458,6825,14203,13226,11263,19937,16482,8143,19582,18734,13642,8867,19508,15858,18752,4894,6903,631,7335,6479,19179,13430,15893,14757,4727,1606,11487,9639,17554,1319,3486,2715,10041,2497,16043,12241,19337,3422,18912,3558,4031,11018,7687,1367,13883,18422,5145,18312,595,11073,5191,4520,8498,18318,5366,15942,11631,2052,12974,2503,405,13671,6094,17337,10623,14485,139,4895,2142,18655,13713,6991,19133,13224,5204,19769,3324,17842,9425,7599,17233,3319,10982,19784,8893,2594,10887,3954,13737,13699,15552,2148,16567,2322,3628,16240,6691,6689,3363,5298,17569,8716,7461,15141,14764,249,318,10400,11495,5175,19953,6076,17171,14042,8641,7827,4062,17663,4908,1121,3870,16792,16218,11521,16510,555,16391,7128,13794,841,6807,7098,15551,2789,3600,19631,10490,7897,1391,4512,13077,6442,18753,15792,8770,19467,7348,16850,4428,4442,9829,17690,6286,5280,5119,9478,19777,8455,5688,12641,9031,10895,17195,19152,9489,7808,16924,19141,7172,14755,19028,1382,7278,19150,1951,7588,10572,17451,18977,13235,6201,11490,4294,12339,11285,12595,10369,19817,17139,13687,2990,12946,5725,6719,10171,9929,9614,16687,8541,7910,6367,16859,1556,15149,15680,7458,818,14089,12431,15741,14394,3092,4497,19754,17402,2942,10169,10873,3781,10238,1833,1996,6189,17107,11708,13595,16258,12400,6565,15352,10345,15748,18971,8408,15168,7188,19280,2694,9130,4907,11048,17170,17537,17131,5133,19449,19130,14816,16170,4106,6712,15283,8317,19630,13867,18221,4174,18397,3612,2800,14299,13382,6862,5825,609,11653,4701,15114,7207,1307,12545,11163,8787,8726,13688,17250,16156,3568,9346,17393,15837,9221,16075,8395,7812"
